run,mAP@50,mAP@50:95,AP_S,AP_M,AP_L,AR@100,n_det,file
expB1_blur_noise_1k_smoke_ml,0.40186658097947425,0.21463932796036223,0.2997930907508999,0.2726920404774927,0.04142809781499938,0.46579565472695245,813000,results/per_size/expB1_blur_noise_1k_smoke_ml.json
